entry_threshold,stop_loss_pct,take_profit_pct,min_confidence,sharpe,max_dd_pct,total_ret_pct,n_trades
0.14,0.05,0.12,0.5,0.5841038032766671,-68.91298332233792,0.2210875595390016,419
0.18,0.02,0.04,0.5,0.5836963778758435,-74.13182182818086,-21.086435016431658,510
0.18,0.03,0.04,0.4,0.5712665416950813,-77.94788783726328,-22.08841179494615,520
0.18,0.02,0.04,0.45,0.5642723201333031,-74.47635446280911,-24.49440588596342,553
0.18,0.03,0.06,0.45,0.5642509236120571,-74.93910953808486,-18.9711095454699,436
0.18,0.04,0.04,0.45,0.5617114182471361,-74.39490023012225,-15.558951580455748,459
0.18,0.05,0.04,0.4,0.5595265861276063,-75.21948232493986,-21.330796297545984,448
0.18,0.05,0.04,0.45,0.5579001519165144,-75.2292651304132,-16.247656123251208,437
0.18,0.02,0.04,0.4,0.5465011057523861,-74.23248335985038,-23.421753844547066,575
0.18,0.04,0.04,0.4,0.5450376167063734,-74.38511742464894,-20.876730604612504,468
0.18,0.03,0.06,0.4,0.544825013044063,-75.0879317716359,-23.73232688717707,453
0.18,0.02,0.06,0.45,0.5420874023978335,-71.2208237881441,-20.104279221135524,487
0.18,0.02,0.06,0.5,0.5318016831957328,-70.71618407138533,-22.49795459032101,447
0.18,0.03,0.08,0.45,0.5312943477313629,-68.8044531317135,-22.08709444666419,394
0.18,0.03,0.06,0.5,0.5250449459897357,-74.81478447666822,-21.251049895748164,406
0.18,0.05,0.06,0.45,0.5210806193828506,-72.2699862962054,-16.290641987658226,374
0.18,0.05,0.06,0.4,0.5199506411847342,-72.180858836069,-21.824371111853267,385
0.18,0.04,0.06,0.45,0.5186233954382583,-71.4885587335504,-17.376241144587524,405
0.18,0.02,0.06,0.4,0.5157991253729426,-71.33116793019579,-25.195746051309452,507
0.18,0.02,0.08,0.5,0.514005213942267,-68.26148129275074,-22.226734265202975,410
0.18,0.03,0.08,0.4,0.5132951616873221,-68.65793649486123,-20.063350593801676,404
0.18,0.05,0.06,0.5,0.5124074535776398,-72.17945304138365,-18.807845948045664,359
0.18,0.03,0.08,0.5,0.5118372270444671,-68.79041334112512,-22.76203243664603,372
0.18,0.04,0.06,0.5,0.5076207280082489,-71.27909441278779,-19.33411959037432,378
0.18,0.04,0.06,0.4,0.5062835633631266,-71.70765091403901,-23.54314023155514,418
0.18,0.02,0.08,0.45,0.5043272768531852,-68.42774831640949,-26.901194236880432,437
0.18,0.05,0.08,0.5,0.5014888838479807,-67.74396627457105,-18.618229009167585,324
0.18,0.05,0.08,0.45,0.4931006962839706,-67.42621830226574,-17.168805094967333,338
0.18,0.04,0.08,0.5,0.4928347104183934,-66.71404624320286,-19.389602504224236,341
0.18,0.04,0.08,0.45,0.4913861169611487,-65.48092678415878,-19.841217482517372,366
0.18,0.02,0.08,0.4,0.4899910951158757,-68.28123167955724,-25.110574645114568,446
0.18,0.05,0.08,0.4,0.48656685765080215,-67.170609403504,-16.700157393336333,344
0.18,0.04,0.08,0.4,0.4844413871195585,-65.79895449164388,-19.686259301578534,372
0.18,0.03,0.1,0.5,0.4832150909996964,-64.90220799245445,-19.495862304144485,339
0.18,0.03,0.12,0.5,0.48224983704091795,-65.93811567171105,-19.63947230819578,325
0.18,0.02,0.1,0.5,0.4788720247103656,-60.64470331145153,-21.19262738908596,375
0.18,0.02,0.12,0.5,0.4757995965673067,-61.75025315735939,-21.050351999644,358
0.18,0.04,0.12,0.5,0.4692145870552034,-66.6633811583387,-18.36729217633055,297
0.18,0.05,0.1,0.5,0.46501114905448904,-68.18324678895299,-19.815099218543043,300
0.18,0.05,0.12,0.5,0.4648493923808756,-65.68221187619513,-16.62590343171403,283
0.18,0.03,0.1,0.45,0.4641909939719539,-64.42809850187292,-23.819774112885916,356
0.18,0.03,0.12,0.45,0.4604111172653394,-65.46400618112952,-23.615698290167096,341
0.18,0.02,0.1,0.45,0.4587726865650193,-60.3228210539404,-25.747093591219205,400
0.18,0.03,0.1,0.4,0.4569038613594921,-64.28158186502067,-22.284336602572818,365
0.18,0.02,0.1,0.4,0.4547614620086542,-60.17630441708813,-24.40392941772552,410
0.18,0.03,0.12,0.4,0.4539779586700942,-65.31748954427725,-22.1286122704494,348
0.18,0.04,0.1,0.5,0.45363516114047014,-66.21444530375162,-20.040821293368772,315
0.18,0.05,0.1,0.4,0.44603649053417804,-67.12174063671605,-17.194830687584716,317
0.18,0.04,0.1,0.45,0.44551095815477,-65.00183360670151,-18.53118736914029,328
0.18,0.02,0.12,0.45,0.4437788059322389,-61.428370899848275,-25.72059797609284,374
0.18,0.05,0.1,0.45,0.442573866963647,-67.37734953547778,-17.84878267371608,310
0.18,0.04,0.1,0.4,0.4416854819485082,-64.74622470793977,-18.302702834947414,334
0.18,0.02,0.12,0.4,0.4404742615629299,-61.281854262995985,-24.42578529319451,382
0.18,0.04,0.12,0.45,0.4375858520814511,-65.01087642698732,-21.427776992640002,313
0.18,0.04,0.12,0.4,0.43611645500637714,-64.7552675282256,-20.90392894144436,318
0.18,0.05,0.12,0.4,0.42771773051461054,-64.62070572395821,-19.280502913972708,299
0.18,0.05,0.12,0.45,0.4256843020754301,-64.87631462271992,-18.96580884478357,295
