entry_threshold,stop_loss_pct,take_profit_pct,min_confidence,sharpe,max_dd_pct,total_ret_pct,n_trades
0.08,0.02,0.06,0.4,0.7055634525184287,-80.70865426044506,-62.153002913241316,1015
0.08,0.02,0.1,0.4,0.7055399844931668,-78.36192271667642,-63.41632439186292,883
0.16,0.02,0.1,0.5,0.7053745706204413,-70.28624467603599,-9.69516129430491,471
0.08,0.02,0.04,0.4,0.7048462962569415,-84.05947687253003,-68.10083044770292,1178
0.08,0.04,0.1,0.45,0.7046477014445645,-81.46438947254973,-60.709034513768856,735
0.12,0.05,0.12,0.45,0.7044014876759299,-78.7926152135469,-32.22313426646875,506
0.14,0.03,0.08,0.4,0.7043162223251997,-73.61277893476363,-8.061355469785658,575
0.14,0.04,0.08,0.4,0.7040725157329387,-72.49804427294198,-10.618065296499225,531
0.12,0.03,0.12,0.4,0.7024194374244341,-77.78013787177547,-36.01171708052704,583
0.14,0.02,0.12,0.45,0.701999419235574,-73.05097338830704,-5.084276024271239,595
0.16,0.03,0.04,0.4,0.7016039497289087,-73.55797418260754,-18.910470984016094,678
0.12,0.02,0.08,0.45,0.7015665451340957,-78.01648362041878,-38.2927088430146,731
0.08,0.04,0.12,0.45,0.70124370185139,-79.77003027444266,-59.58287134062306,727
0.12,0.02,0.12,0.4,0.7002347443355612,-75.7455036002028,-31.291415134207057,672
0.08,0.05,0.08,0.45,0.6996350304940261,-81.01734138344105,-62.26408538025503,732
0.16,0.02,0.12,0.5,0.699064294572421,-70.24375330466621,-9.408011046935904,462
0.12,0.04,0.1,0.4,0.6978097037601061,-76.57453629679327,-34.647944901793146,560
0.16,0.05,0.08,0.5,0.6975983723966139,-71.95273112722361,-6.453738435421441,426
0.16,0.04,0.06,0.45,0.6974264631502382,-73.76585389294908,-4.58903315099356,514
0.14,0.02,0.08,0.45,0.6971951407094976,-72.57467368362434,-9.170699400027482,663
0.14,0.02,0.12,0.4,0.697049900294559,-72.14510633995476,-4.977092177267329,605
0.08,0.02,0.12,0.4,0.6953167408710362,-77.07379313957152,-61.88796654370125,873
0.12,0.02,0.1,0.45,0.6947530271376147,-75.79038533319857,-30.071267375251974,685
0.12,0.03,0.08,0.4,0.6935010167615673,-80.10815817553129,-42.775304508289594,640
0.08,0.05,0.1,0.45,0.6924955071079548,-81.66308782329136,-60.53531812226721,701
0.12,0.05,0.08,0.4,0.6918296259286099,-80.61289674841042,-41.228856049151055,557
0.12,0.05,0.06,0.45,0.6899249680272469,-78.98479486180577,-43.50072105823964,591
0.12,0.03,0.12,0.45,0.6898242035343257,-77.4559658596646,-38.53456384329478,577
0.12,0.03,0.06,0.45,0.688649507642497,-77.03065710629814,-46.88099951520894,678
0.16,0.03,0.06,0.4,0.6882822251374499,-72.93934686983383,-11.526651483939476,567
0.16,0.03,0.08,0.5,0.6880646408489327,-72.22447360102576,-12.83538230855774,473
0.12,0.05,0.12,0.5,0.6871043506822333,-77.69586498028804,-31.849514992486895,488
0.14,0.05,0.06,0.45,0.6858413518494201,-75.74569892986929,-12.35279450552329,545
0.12,0.03,0.1,0.45,0.6842974378573936,-74.77104565774492,-36.39375328425688,592
0.12,0.02,0.1,0.5,0.6839094679795034,-73.47485059744355,-30.703247913584086,661
0.16,0.03,0.06,0.45,0.6836465639399482,-73.35642377039419,-6.811905354769598,547
0.14,0.02,0.1,0.4,0.6828034082774725,-72.20664230399538,-5.2962384058948375,622
0.12,0.05,0.08,0.45,0.6818390501786741,-78.29609881722325,-41.58817110995474,547
0.14,0.02,0.12,0.5,0.6806162240490851,-73.22527344122936,-8.015061443590598,552
0.16,0.02,0.1,0.45,0.680559051187734,-69.8990830259048,-8.996822463198884,504
0.14,0.04,0.06,0.45,0.6801340211756486,-75.08469274124519,-12.295335949074794,576
0.16,0.02,0.08,0.4,0.6786314420320233,-66.92536922796944,-5.258040760192728,568
0.14,0.02,0.1,0.45,0.6784056756619973,-73.11250935234767,-4.658686074802909,617
0.12,0.03,0.08,0.45,0.6775747219470311,-78.09895001996605,-42.329649153192605,627
0.08,0.05,0.12,0.45,0.6770522937190369,-79.72941832664434,-61.345794576504595,697
0.12,0.03,0.06,0.5,0.6763273272592936,-73.46031081559286,-45.13740570070761,669
0.08,0.05,0.06,0.45,0.6761918757094395,-81.69766384427682,-60.960091417485465,782
0.16,0.04,0.08,0.5,0.6756464040360425,-70.9958421834304,-10.179287734447584,439
0.14,0.02,0.1,0.5,0.6755790007276424,-73.50083200857195,-8.628353499934626,573
0.14,0.03,0.1,0.4,0.6753649702986114,-71.90026861941739,-6.844793531622361,529
0.16,0.02,0.12,0.45,0.6752092601433847,-70.07061425783704,-10.861009788918219,488
0.12,0.04,0.12,0.4,0.6745393032463561,-76.76809030571093,-37.21932361612844,552
0.12,0.04,0.08,0.45,0.6729887365778315,-78.78167786467434,-42.60708546125886,579
0.14,0.05,0.08,0.4,0.6716726704936802,-73.35860708409774,-11.203321458874537,499
0.14,0.04,0.06,0.5,0.6716103798164442,-74.02713234662494,-10.879180020678502,548
0.16,0.05,0.12,0.5,0.6715934387113247,-71.06521621868268,-3.3654922854618685,384
